10000	10000	F	2	0	Symbian	auto	4G	27.129.32.0	18701410000	1	300	1556553600	0	1.0	startVideo	1556553600
10000	10000	F	2	0	Symbian	auto	4G	27.129.32.0	18701410000	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10001	10001	F	2	0	Symbian	auto	4G	27.129.32.0	18701410001	1	300	1556553600	0	1.0	startVideo	1556553600
10001	10001	F	2	0	Symbian	auto	4G	27.129.32.0	18701410001	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10002	10002	F	2	0	Symbian	auto	4G	27.129.32.0	18701410002	1	300	1556553600	0	1.0	startVideo	1556553600
10002	10002	F	2	0	Symbian	auto	4G	27.129.32.0	18701410002	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10003	10003	F	2	0	Symbian	auto	4G	27.129.32.0	18701410003	1	300	1556553600	0	1.0	startVideo	1556553600
10003	10003	F	2	0	Symbian	auto	4G	27.129.32.0	18701410003	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10004	10004	F	2	0	Symbian	auto	4G	27.129.32.0	18701410004	1	300	1556553600	0	1.0	startVideo	1556553600
10004	10004	F	2	0	Symbian	auto	4G	27.129.32.0	18701410004	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10005	10005	F	2	0	Symbian	auto	4G	27.129.32.0	18701410005	1	300	1556553600	0	1.0	startVideo	1556553600
10005	10005	F	2	0	Symbian	auto	4G	27.129.32.0	18701410005	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10006	10006	F	2	0	Symbian	auto	4G	27.129.32.0	18701410006	1	300	1556553600	0	1.0	startVideo	1556553600
10006	10006	F	2	0	Symbian	auto	4G	27.129.32.0	18701410006	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10007	10007	F	2	0	Symbian	auto	4G	27.129.32.0	18701410007	1	300	1556553600	0	1.0	startVideo	1556553600
10007	10007	F	2	0	Symbian	auto	4G	27.129.32.0	18701410007	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10008	10008	F	2	0	Symbian	auto	4G	27.129.32.0	18701410008	1	300	1556553600	0	1.0	startVideo	1556553600
10008	10008	F	2	0	Symbian	auto	4G	27.129.32.0	18701410008	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10009	10009	F	2	0	Symbian	auto	4G	27.129.32.0	18701410009	1	300	1556553600	0	1.0	startVideo	1556553600
10009	10009	F	2	0	Symbian	auto	4G	27.129.32.0	18701410009	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10010	10010	F	2	0	Symbian	auto	4G	27.129.32.0	18701410010	1	300	1556553600	0	1.0	startVideo	1556553600
10010	10010	F	2	0	Symbian	auto	4G	27.129.32.0	18701410010	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10011	10011	F	2	0	Symbian	auto	4G	27.129.32.0	18701410011	1	300	1556553600	0	1.0	startVideo	1556553600
10011	10011	F	2	0	Symbian	auto	4G	27.129.32.0	18701410011	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10012	10012	F	2	0	Symbian	auto	4G	27.129.32.0	18701410012	1	300	1556553600	0	1.0	startVideo	1556553600
10012	10012	F	2	0	Symbian	auto	4G	27.129.32.0	18701410012	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10013	10013	F	2	0	Symbian	auto	4G	27.129.32.0	18701410013	1	300	1556553600	0	1.0	startVideo	1556553600
10013	10013	F	2	0	Symbian	auto	4G	27.129.32.0	18701410013	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10014	10014	F	2	0	Symbian	auto	4G	27.129.32.0	18701410014	1	300	1556553600	0	1.0	startVideo	1556553600
10014	10014	F	2	0	Symbian	auto	4G	27.129.32.0	18701410014	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10015	10015	F	2	0	Symbian	auto	4G	27.129.32.0	18701410015	1	300	1556553600	0	1.0	startVideo	1556553600
10015	10015	F	2	0	Symbian	auto	4G	27.129.32.0	18701410015	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10016	10016	F	2	0	Symbian	auto	4G	27.129.32.0	18701410016	1	300	1556553600	0	1.0	startVideo	1556553600
10016	10016	F	2	0	Symbian	auto	4G	27.129.32.0	18701410016	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10017	10017	F	2	0	Symbian	auto	4G	27.129.32.0	18701410017	1	300	1556553600	0	1.0	startVideo	1556553600
10017	10017	F	2	0	Symbian	auto	4G	27.129.32.0	18701410017	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10018	10018	F	2	0	Symbian	auto	4G	27.129.32.0	18701410018	1	300	1556553600	0	1.0	startVideo	1556553600
10018	10018	F	2	0	Symbian	auto	4G	27.129.32.0	18701410018	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10019	10019	F	2	0	Symbian	auto	4G	27.129.32.0	18701410019	1	300	1556553600	0	1.0	startVideo	1556553600
10019	10019	F	2	0	Symbian	auto	4G	27.129.32.0	18701410019	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10020	10020	F	2	0	Symbian	auto	4G	27.129.32.0	18701410020	1	300	1556553600	0	1.0	startVideo	1556553600
10020	10020	F	2	0	Symbian	auto	4G	27.129.32.0	18701410020	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10021	10021	F	2	0	Symbian	auto	4G	27.129.32.0	18701410021	1	300	1556553600	0	1.0	startVideo	1556553600
10021	10021	F	2	0	Symbian	auto	4G	27.129.32.0	18701410021	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10022	10022	F	2	0	Symbian	auto	4G	27.129.32.0	18701410022	1	300	1556553600	0	1.0	startVideo	1556553600
10022	10022	F	2	0	Symbian	auto	4G	27.129.32.0	18701410022	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10023	10023	F	2	0	Symbian	auto	4G	27.129.32.0	18701410023	1	300	1556553600	0	1.0	startVideo	1556553600
10023	10023	F	2	0	Symbian	auto	4G	27.129.32.0	18701410023	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10024	10024	F	2	0	Symbian	auto	4G	27.129.32.0	18701410024	1	300	1556553600	0	1.0	startVideo	1556553600
10024	10024	F	2	0	Symbian	auto	4G	27.129.32.0	18701410024	1	300	1556553600	1556553700	1.0	endVideo	1556553600
10025	10025	F	2	0	Symbian	auto	4G	27.129.32.0	18701410025	1	300	1556553600	0	1.0	startVideo	1556553600
